Game_Name,Game_Author,Game_Price,Game_Genre,Game_Rating,Game_URL
Empty Saloon,icegoat9,N/A,Card Game,5.00 average rating from 1 total ratings,https://icegoat9.itch.io/empty-saloon
Autumn Bar,Cronorobs,N/A,Rhythm,5.00 average rating from 1 total ratings,https://cronorobs.itch.io/autumn-bar
Mines,Rayquaza01,N/A,Puzzle,5.00 average rating from 1 total ratings,https://rayquaza01.itch.io/mines
TuRT ToSS,petstarchippy,N/A,Action,5.00 average rating from 1 total ratings,https://petstarchippy.itch.io/turt-toss
Noodle Pot,tomputergames,N/A,Simulation,5.00 average rating from 1 total ratings,https://tomputergames.itch.io/noodle-pot
Snake in 2 tweets!,andrewedstrom,N/A,N/A,5.00 average rating from 1 total ratings,https://andrewedstrom.itch.io/snake-in-2-tweets
D.O.N.U.T Fighter,Matt Kimball,N/A,Action,5.00 average rating from 1 total ratings,https://mkimball.itch.io/donut-fighter
My Friend: An Adventure,KajHar,N/A,Platformer,5.00 average rating from 1 total ratings,https://kajhar.itch.io/my-friend
Go West - Pico-8,davidstonge,N/A,Adventure,5.00 average rating from 1 total ratings,https://davidstonge.itch.io/go-west
MOTH KOTH,Max Kearney,N/A,Fighting,5.00 average rating from 1 total ratings,https://maxwelldexter.itch.io/moth-koth
Pico Gunman,Achie,N/A,Shooter,5.00 average rating from 1 total ratings,https://achie.itch.io/pico-gunman
S.O.S Crab Grab,decade,N/A,Action,5.00 average rating from 1 total ratings,https://decade.itch.io/sos-crab-grab
Travails of Ouffa-yee,zan-zan-zawa-veia,N/A,Role Playing,5.00 average rating from 1 total ratings,https://zan-zan-zawa-veia.itch.io/travails-of-ouffa-yee
Cardboard Hero Christmas Edition,Metellus,N/A,Platformer,5.00 average rating from 1 total ratings,https://metellus.itch.io/cardboard-hero-christmas-edition
Double pendulum,Lui Habl,N/A,Simulation,5.00 average rating from 1 total ratings,https://grayfog.itch.io/dpend
Flappy Coin,CDNO,N/A,Action,5.00 average rating from 1 total ratings,https://cdno.itch.io/flappy-coin
SUPER COLD,dannyli0109,N/A,Shooter,5.00 average rating from 1 total ratings,https://dannyli0109.itch.io/super-cold
Picotomata,joeschmoeish,N/A,N/A,5.00 average rating from 1 total ratings,https://joeschmoeish.itch.io/picotomata
Blocky Zombie Babies,Waschbaerella,N/A,Shooter,5.00 average rating from 1 total ratings,https://waschbaerella.itch.io/blocky-zombie-babies
Surface Level,javijavi7,N/A,Platformer,5.00 average rating from 1 total ratings,https://javijavi7.itch.io/surface-level
Juggle 560,orion_black,N/A,Action,5.00 average rating from 1 total ratings,https://orion-black.itch.io/juggle-560
BloblaRPG,Howard Yew,N/A,Role Playing,5.00 average rating from 1 total ratings,https://howardyew.itch.io/bloblarpg
1K Alien Blobs Are Coming #Pico1k,SkyBerron,N/A,Shooter,5.00 average rating from 1 total ratings,https://skyberron.itch.io/1k-alien-blobs
Pico Frogger,pahammond,N/A,Puzzle,5.00 average rating from 1 total ratings,https://pahammond.itch.io/pico-frogger
Go,Munro,N/A,Puzzle,5.00 average rating from 1 total ratings,https://munro.itch.io/go
Vandermonde,dredds,N/A,Puzzle,5.00 average rating from 1 total ratings,https://dredds.itch.io/vandermonde
Akari,AdanSinAcento,N/A,Puzzle,5.00 average rating from 1 total ratings,https://adansinacento.itch.io/akari
Pingouin,dasbi04,N/A,Adventure,5.00 average rating from 1 total ratings,https://dasbi04.itch.io/pingouin
e-connect Puzzle,HikoKyoujurou,N/A,Puzzle,5.00 average rating from 1 total ratings,https://hikokyoujurou.itch.io/econnectpuzzle
Amogus sandbox 1.0,Dobroposter top,N/A,N/A,5.00 average rating from 1 total ratings,https://dobroposter-top.itch.io/amogus-sandbox-10
Open♡,Mist,N/A,Puzzle,5.00 average rating from 1 total ratings,https://mistodon.itch.io/open-heart
Get Dis Money,Torch2424,$4.99,Action,5.00 average rating from 1 total ratings,https://aaronthedev.itch.io/get-dis-money
Grid Rider,fila73,N/A,Action,5.00 average rating from 1 total ratings,https://fila73.itch.io/grid-rider
Hand Cram,AndyMakes,N/A,Action,5.00 average rating from 1 total ratings,https://andymakes.itch.io/hand-cram
Circ Doge Circ,cow.chops123,N/A,N/A,5.00 average rating from 1 total ratings,https://cowchops123.itch.io/circ-doge-circ
Sushi Scramble,robotinker,N/A,Action,5.00 average rating from 1 total ratings,https://robotinker.itch.io/sushi-scramble
Ambush The King,CalixJumio,N/A,Puzzle,5.00 average rating from 1 total ratings,https://calixjumio.itch.io/ambush-the-king
Explosions,egordorichev,N/A,N/A,5.00 average rating from 1 total ratings,https://egordorichev.itch.io/explosions
D'Orcs,Little Doctor Games,$5,Simulation,5.00 average rating from 1 total ratings,https://little-doctor-games.itch.io/dorcs
White Knight,TLLangham,N/A,Puzzle,5.00 average rating from 1 total ratings,https://tllangham.itch.io/white-knight
Dice Dash Arena,Soundole,N/A,Action,5.00 average rating from 1 total ratings,https://soundole.itch.io/dice-dash-arena
Purrwood,darabos,N/A,N/A,5.00 average rating from 1 total ratings,https://darabos.itch.io/purrwood
Not a Race,Ahmed Khalifa (Amidos),N/A,Simulation,5.00 average rating from 1 total ratings,https://amidos2006.itch.io/not-a-race
Delivered with care,Lamaxelle,N/A,N/A,5.00 average rating from 1 total ratings,https://lamaxelle.itch.io/delivered-with-care
Solitaire,BlushingBryde,N/A,Puzzle,5.00 average rating from 1 total ratings,https://blushingbryde.itch.io/solitaire
Traveler,MUZBOZ,N/A,Simulation,5.00 average rating from 1 total ratings,https://muzboz.itch.io/traveler
Swatch,jasonmcleod,N/A,Puzzle,5.00 average rating from 1 total ratings,https://jasonmcleod.itch.io/swatch
Adrift,silent_lesch,N/A,Adventure,5.00 average rating from 1 total ratings,https://silent-lesch.itch.io/adrift
BOXit,hatnix,N/A,Puzzle,5.00 average rating from 1 total ratings,https://hatnix.itch.io/boxit
Little Black Cat,Maya,N/A,N/A,5.00 average rating from 1 total ratings,https://mayacomposer.itch.io/six
Aerial Alchemy,Mist,N/A,Action,5.00 average rating from 1 total ratings,https://mistodon.itch.io/alchemy
COVIDIOT,Charlie Hattabaugh,N/A,N/A,5.00 average rating from 1 total ratings,https://chazzmcfreely.itch.io/covidiot
Half and Half,randomhuman97,N/A,Platformer,5.00 average rating from 1 total ratings,https://randomhuman97.itch.io/halfx2
SimpleTsuri,Rey,N/A,Simulation,5.00 average rating from 1 total ratings,https://reyuu.itch.io/simpletsuri
Puzstel Storm,monoRAIL,N/A,Puzzle,5.00 average rating from 1 total ratings,https://monorail.itch.io/puzstel-storm
Jamgeon,Euler Moises,N/A,Puzzle,5.00 average rating from 1 total ratings,https://euler-moises.itch.io/jamgeon
Orbes Inter Orbes,Aristaeus890,N/A,Adventure,5.00 average rating from 1 total ratings,https://aristaeus890.itch.io/orbes-inter-orbes
"Exploding Golf, with Lovable Piggies",electrictoy,N/A,Sports,5.00 average rating from 1 total ratings,https://electrictoy.itch.io/exploding-golf-with-lovable-piggies
Gunosaur,Moondial,N/A,Adventure,5.00 average rating from 1 total ratings,https://moondial.itch.io/gunosaur
Escape Pod (WIP),morganquirk,N/A,Survival,5.00 average rating from 1 total ratings,https://morganquirk.itch.io/escape-pod
Fever Dream,astrangefool,N/A,Action,5.00 average rating from 1 total ratings,https://astrangefool.itch.io/fever-dream
corgis & cowpokes,bunnyhero,N/A,Platformer,5.00 average rating from 1 total ratings,https://bunnyhero.itch.io/corgis-cowpokes
"a farmer and his fields, bound together",deimos,N/A,Simulation,5.00 average rating from 1 total ratings,https://deimosly.itch.io/harvest
Blastingbot Blowback,PoodlePilot,N/A,Puzzle,5.00 average rating from 1 total ratings,https://poodlepilot.itch.io/blastingbot
Dash&Doge,siddharthroy12,N/A,Action,5.00 average rating from 1 total ratings,https://siddharthroy12.itch.io/dashdoge
Drakengard Final Boss Practice,stumpbeard,N/A,Rhythm,5.00 average rating from 1 total ratings,https://stumpbeard.itch.io/drakengard-final-boss-practice
Macross2,Shika Ava,N/A,Action,5.00 average rating from 1 total ratings,https://shikasketchbook.itch.io/macross2
Crushed,Rusty Bailey,N/A,Platformer,5.00 average rating from 1 total ratings,https://rustybailey.itch.io/crushed
Fishbowl,DoctorBagels,N/A,Puzzle,5.00 average rating from 1 total ratings,https://doctorbagels.itch.io/fishbowl
j46k,dfirebaugh,N/A,N/A,5.00 average rating from 1 total ratings,https://dfirebaugh.itch.io/j46k
Rewinder DX,decade,N/A,Shooter,5.00 average rating from 1 total ratings,https://decade.itch.io/rewinder-dx
SPINFLOWER,PROGRAM_IX,N/A,N/A,5.00 average rating from 1 total ratings,https://program_ix.itch.io/spinflower
Zoe and Rue fangame,Togo,N/A,N/A,5.00 average rating from 1 total ratings,https://togo.itch.io/zoe-and-rue-fangame
Orbital,UnitVector,N/A,Simulation,5.00 average rating from 1 total ratings,https://unitvector.itch.io/orbital
Flesh? Rock? Mountain!,Mlle. Frodo,N/A,Puzzle,5.00 average rating from 1 total ratings,https://asparagus-man.itch.io/flesh-rock-mountain
don't wanna drive anywhere but snow's in the way,zan-zan-zawa-veia,N/A,N/A,5.00 average rating from 1 total ratings,https://zan-zan-zawa-veia.itch.io/dont-wanna-drive-anywhere-but-snows-in-the-way
entropy,rowan wood,N/A,N/A,5.00 average rating from 1 total ratings,https://rowanqueue.itch.io/entropy
Froggy Frogger,Sørb,N/A,Platformer,5.00 average rating from 1 total ratings,https://soerbgames.itch.io/froggy-frogger
Get The Skull!,Bibiki,N/A,Action,5.00 average rating from 1 total ratings,https://bibikigarcia.itch.io/get-the-skull
Die anywhere Else from NITW tribute.,gungun974,N/A,Rhythm,5.00 average rating from 1 total ratings,https://gungun974.itch.io/die-anywhere-else-from-nitw-tribute
The Child,emily koonce,N/A,N/A,5.00 average rating from 1 total ratings,https://koonce.itch.io/the-child
Sus Storm,miblan,N/A,Survival,5.00 average rating from 1 total ratings,https://miblan.itch.io/susstorm
Two Coins,StrangePan,N/A,Action,5.00 average rating from 1 total ratings,https://strangepan.itch.io/two-coins
Axis Dodger,PlayerTheMaker,N/A,Action,5.00 average rating from 1 total ratings,https://void-gamesplay.itch.io/axis-dodger
Crater Run,Quickalas529,N/A,N/A,5.00 average rating from 1 total ratings,https://quickalas.itch.io/crater-run
Maze Game,The Crow's Den,N/A,Puzzle,5.00 average rating from 1 total ratings,https://the-crows-den.itch.io/mazegame
Pico8 - Zelda,AzazeZ,N/A,N/A,5.00 average rating from 1 total ratings,https://azazez.itch.io/pico-8-zelda
monster-cave,cthulhuu,N/A,Platformer,5.00 average rating from 1 total ratings,https://cthulhuu.itch.io/monster-cave
Impulse,Swizpig,N/A,Action,5.00 average rating from 1 total ratings,https://swizpig.itch.io/impulse
0102 (3 color jam build) - a indie horror game,jackj106,N/A,Puzzle,5.00 average rating from 1 total ratings,https://jackj106.itch.io/0102-3-color-jam-build-a-indie-horror-game
Iceman-8,Lemonob,N/A,N/A,5.00 average rating from 1 total ratings,https://lemonob.itch.io/iceman-8
Rainbow Rush (Pico1K Jam),NMcCoy,N/A,Racing,5.00 average rating from 1 total ratings,https://nmccoy.itch.io/rainbow-rush-pico1k-jam
Beach560,Nic Magnier,N/A,N/A,5.00 average rating from 1 total ratings,https://nicmagnier.itch.io/beach560
CONNECTORZ,galactical,N/A,Platformer,5.00 average rating from 1 total ratings,https://galactical.itch.io/connectorz
Color Dodger,Robin Six,N/A,Action,5.00 average rating from 1 total ratings,https://sixrobin.itch.io/colordodger
Stickshift,bread,N/A,Platformer,5.00 average rating from 1 total ratings,https://bdavis.itch.io/stickshift
Fish Fillet - Pixel Prototype Week 6,Ben Haderle,N/A,Interactive Fiction,5.00 average rating from 1 total ratings,https://benhaderle.itch.io/fish-fillet-pixel-prototype-week-6
TTRUN,Once,N/A,Platformer,5.00 average rating from 1 total ratings,https://once.itch.io/ttrun
Double Flappy,SkyBerron,N/A,Action,5.00 average rating from 1 total ratings,https://skyberron.itch.io/double-flappy
bomberman proto,sebmuseum,N/A,Action,5.00 average rating from 1 total ratings,https://sebmuseum.itch.io/bomberman-proto
WHAT THE CURL?,4RT1F1C1AL,N/A,Sports,5.00 average rating from 1 total ratings,https://4rt1f1c1al.itch.io/what-the-curl
Ferrous Fight,Jeren,N/A,Strategy,5.00 average rating from 1 total ratings,https://jeraquel.itch.io/ferrous-fight
Grill Daddy Prototype,Allison Weiss,N/A,N/A,5.00 average rating from 1 total ratings,https://allyhweiss.itch.io/grill-daddy-prototype
Rose Duel,Lord Dragoneye,N/A,Strategy,5.00 average rating from 1 total ratings,https://lord-dragoneye.itch.io/rose-duel
Coroutine Overload,denmanrooke,N/A,Action,5.00 average rating from 1 total ratings,https://denmanrooke.itch.io/coroutine-overload
Space Hangman,apLundell,N/A,Puzzle,5.00 average rating from 1 total ratings,https://aplundell.itch.io/space-hangman
Space Engineer,Three Twins Games,N/A,Role Playing,5.00 average rating from 1 total ratings,https://three-twins-games.itch.io/space-engineer
MEMORY,Jumborat,N/A,Puzzle,5.00 average rating from 1 total ratings,https://jumboratgames.itch.io/memory
Dog Photo Shoot,CalixJumio,N/A,Simulation,5.00 average rating from 1 total ratings,https://calixjumio.itch.io/dog-picture-day
Wave Rider,BeloReck,N/A,Shooter,5.00 average rating from 1 total ratings,https://beloreck.itch.io/wave-rider
Snake,MBoffin,N/A,Action,5.00 average rating from 1 total ratings,https://mboffin.itch.io/snake
Pillars (Trijam),scruffysnake,N/A,N/A,5.00 average rating from 1 total ratings,https://scruffysnake.itch.io/pillars-trijam
Devil's Kitchen,Saturn91,N/A,Platformer,5.00 average rating from 1 total ratings,https://saturn91.itch.io/devils-kitchen
My Sweet Mavis,T. J. Stoker,N/A,Simulation,5.00 average rating from 1 total ratings,https://tj-stoker.itch.io/mavis
i_editor,jihem,N/A,Puzzle,5.00 average rating from 1 total ratings,https://jihem.itch.io/i-editor
4 Corners,portable_bird,N/A,Action,5.00 average rating from 1 total ratings,https://portable-bird.itch.io/4-corners
Helium,GunTurtle,N/A,Action,5.00 average rating from 1 total ratings,https://gunturtle.itch.io/helium
sticky bits,tonetheman,N/A,Puzzle,5.00 average rating from 1 total ratings,https://tonetheman.itch.io/sticky-bits
Mystery House (Remodeled),Christopher Drum,N/A,Interactive Fiction,5.00 average rating from 1 total ratings,https://christopherdrum.itch.io/mystery-house
Cloud jump,olus2000,N/A,Platformer,5.00 average rating from 1 total ratings,https://olus2000.itch.io/cloud-jump
space-a-tron,log0,N/A,Shooter,5.00 average rating from 1 total ratings,https://log0.itch.io/space-a-tron
PONGO,frescogusto,N/A,Action,5.00 average rating from 1 total ratings,https://frescogusto.itch.io/pongo
Dead Last PICO-8,baenbo,N/A,Racing,5.00 average rating from 1 total ratings,https://baenbo.itch.io/dead-last-pico8
Wake of the Ninja,ggaughan,N/A,Platformer,5.00 average rating from 1 total ratings,https://ggaughan.itch.io/wake-of-the-ninja
Duck-tape,dr.flimflam9,N/A,Platformer,5.00 average rating from 1 total ratings,https://drflimflam9.itch.io/duck-tape
Mission Impopsicle,alanxoc3,N/A,Shooter,5.00 average rating from 1 total ratings,https://alanxoc3.itch.io/mission-impopsic
Puzl,Dylan Wolf,N/A,Puzzle,5.00 average rating from 1 total ratings,https://dylanwolf.itch.io/puzl
Landing Party of Legend,mj.Jernigan,N/A,Role Playing,5.00 average rating from 1 total ratings,https://juanitogan.itch.io/landing-party-of-legend
David Has A Lot Of Problems He Is Trying To Run Away From,deKay,N/A,Action,5.00 average rating from 1 total ratings,https://dekay01.itch.io/david
Schrödie,Kevin Flynn,N/A,Platformer,5.00 average rating from 1 total ratings,https://kevinflynn.itch.io/schrodie
PicoLander,glgoston,N/A,Simulation,5.00 average rating from 1 total ratings,https://glgoston.itch.io/picolander
pong pounce,bunnyhero,N/A,Action,5.00 average rating from 1 total ratings,https://bunnyhero.itch.io/pong-pounce
jjville,jjjbon,N/A,Strategy,5.00 average rating from 1 total ratings,https://jjjbon.itch.io/jjville
A Small Dragon Kid Game,johnkdbell,N/A,Platformer,5.00 average rating from 1 total ratings,https://johnkdbell.itch.io/a-small-dragon-kid-game
Titan Labs,Isaac Games,N/A,Platformer,5.00 average rating from 1 total ratings,https://isaacgames.itch.io/titan-labs
Dominopolis,Soundole,N/A,Puzzle,5.00 average rating from 1 total ratings,https://soundole.itch.io/dominopolis
Stack Overflow,Firefly,N/A,Action,5.00 average rating from 1 total ratings,https://firefly4.itch.io/stack-overflow
Colossal Depot,Pigmeat,N/A,Platformer,5.00 average rating from 1 total ratings,https://pigmeat.itch.io/colossal-depot
20 Minutes,Wasted Time Studios,N/A,Puzzle,5.00 average rating from 1 total ratings,https://wasted-time-studios.itch.io/20-minutes
Ghost Ship CTF,roroyobert,N/A,Action,5.00 average rating from 1 total ratings,https://roroyobert.itch.io/ghost-ship-ctf
Desert Ball,liconaj,N/A,N/A,5.00 average rating from 1 total ratings,https://liconaj.itch.io/desertball
Cherry Bomb V2,beekins,N/A,Shooter,5.00 average rating from 1 total ratings,https://beekins.itch.io/cherry-bomb-v2
Space Route 92,Big The Dave,N/A,N/A,5.00 average rating from 1 total ratings,https://geeitsomelaldy.itch.io/space-route-92
TweetTweetSnake,DPS2004,N/A,Action,5.00 average rating from 1 total ratings,https://dps2004.itch.io/tweettweetsnake
Great Bee,Dr Picnic,N/A,Action,5.00 average rating from 1 total ratings,https://dr-picnic.itch.io/great-bee
1K Space Battle #Pico1k,SkyBerron,N/A,Shooter,5.00 average rating from 1 total ratings,https://skyberron.itch.io/1k-space-battle
Space Rabbit Adventures,Nilirias,N/A,Platformer,5.00 average rating from 1 total ratings,https://nilirias.itch.io/space-rabbit-adventures
Trying to make a game in pico-8,Hoxfire,N/A,N/A,5.00 average rating from 1 total ratings,https://hoxfire.itch.io/trying-to-make-a-game-in-pico-8
Invaders 2600,pahammond,N/A,Shooter,5.00 average rating from 1 total ratings,https://pahammond.itch.io/invaders-2600
realistic golf,marbyyy,N/A,Sports,5.00 average rating from 1 total ratings,https://marbyyy.itch.io/realistic-golf
O Labirinto dos Sentidos,Euler Moises,N/A,Adventure,5.00 average rating from 1 total ratings,https://euler-moises.itch.io/o-labirinto-dos-sentidos
Space Gorilla beta,hm9000,N/A,Shooter,5.00 average rating from 1 total ratings,https://hm9000.itch.io/space-gorilla
Chrononaut,alanxoc3,N/A,Adventure,5.00 average rating from 1 total ratings,https://alanxoc3.itch.io/chrononaut-game
Zombies -- Jam GameCodeur 35,jupo_webdev,N/A,Action,5.00 average rating from 1 total ratings,https://jupo-webdev.itch.io/zombies-jam-gamecodeur
Stability Failing,professir,N/A,Platformer,5.00 average rating from 1 total ratings,https://professir.itch.io/stability-failing
Proguelike,rowan wood,N/A,N/A,5.00 average rating from 1 total ratings,https://rowanqueue.itch.io/proguelike
CosmoLander,JohnFerreiraJr,N/A,N/A,5.00 average rating from 1 total ratings,https://johnferreirajr.itch.io/cosmolander
Fish!,VengantMjolnir,N/A,Survival,5.00 average rating from 1 total ratings,https://vengantmjolnir.itch.io/fish
PicoFlap,Kosyne,N/A,Action,5.00 average rating from 1 total ratings,https://kosyne.itch.io/picoflap
Tweet Tweet Typer,RhizGames,N/A,Educational,5.00 average rating from 1 total ratings,https://rhizgames.itch.io/tweet-tweet-typer
Drifting Keep,Mini Mech Media,N/A,Survival,5.00 average rating from 1 total ratings,https://minimechmedia.itch.io/drifting-keep
ククツキ(kukutuki),udonko,N/A,Action,5.00 average rating from 1 total ratings,https://udonkosoft.itch.io/kukutuki
Fidget Spinner World Tour '90,Big The Dave,N/A,Simulation,5.00 average rating from 1 total ratings,https://geeitsomelaldy.itch.io/fidget-spinner-world-tour-90
S.O.S. Save Our Souls,acepek,N/A,Simulation,5.00 average rating from 1 total ratings,https://acepek.itch.io/sos
BBYS,Lambdanaut,N/A,Strategy,5.00 average rating from 1 total ratings,https://lambdanaut.itch.io/bbys
Nana's Adventure,Bananacup,N/A,Action,5.00 average rating from 1 total ratings,https://bananacup.itch.io/nanas-adventure
Bird Tamer,NVriezen,N/A,N/A,5.00 average rating from 1 total ratings,https://nvriezen.itch.io/bird-tamer
Soldiers of Fortune,yaelfluff,N/A,Strategy,5.00 average rating from 1 total ratings,https://yaelfluff.itch.io/santa-jam-soldiers-of-fortune
Pico Defender,ggaughan,N/A,Shooter,5.00 average rating from 1 total ratings,https://ggaughan.itch.io/pico-defender
Nudge Nudge,JLateralus,N/A,Puzzle,5.00 average rating from 1 total ratings,https://jlateralus.itch.io/nudge-nudge
Strange Attractor,icegoat9,N/A,N/A,5.00 average rating from 1 total ratings,https://icegoat9.itch.io/attractor
Helicopter Rescue,Troypicol,N/A,N/A,5.00 average rating from 1 total ratings,https://troypicol.itch.io/helicopter-rescue
Scrumpin' Simulator 2020,Craig Tinney,N/A,Action,5.00 average rating from 1 total ratings,https://ctinney94.itch.io/apple-picker
LEXIP,LD Smith,N/A,Action,5.00 average rating from 1 total ratings,https://ldsmith.itch.io/lexip
WeatherReport,indutny,N/A,Action,5.00 average rating from 1 total ratings,https://indutny.itch.io/weatherreport
CALMSAIL,PROGRAM_IX,N/A,Simulation,5.00 average rating from 1 total ratings,https://program_ix.itch.io/calmsail
Tiny Sub,Soundole,N/A,Action,5.00 average rating from 1 total ratings,https://soundole.itch.io/tiny-sub
ruin the party,acolannino64,N/A,Educational,5.00 average rating from 1 total ratings,https://acolannino64.itch.io/ruin-the-party
Ear Hacker - Jam Edition,John Croisant,N/A,Rhythm,5.00 average rating from 1 total ratings,https://jcroisant.itch.io/ear-hacker-jam
HighSteel,Chris Dawson,N/A,Platformer,5.00 average rating from 1 total ratings,https://gadzooka.itch.io/highsteel
Pix-a-sketch!,YuliaBagel,N/A,Simulation,5.00 average rating from 1 total ratings,https://yuliabagel.itch.io/pix-a-sketch
Picoenix (Pico-8),oscarbraindead,$2,Shooter,5.00 average rating from 1 total ratings,https://oscarbraindead.itch.io/picoenix
PICO-8 Wumpus,Evan Wright,N/A,Strategy,5.00 average rating from 1 total ratings,https://evancwright.itch.io/pico-8-wumpus
Knigget,LooseJawe,N/A,Survival,5.00 average rating from 1 total ratings,https://loosejawe.itch.io/knigget
TRE/\T,rare,N/A,N/A,5.00 average rating from 1 total ratings,https://rarelikeaunicorn.itch.io/treat
Jumping Man!,SweetPotato,N/A,N/A,5.00 average rating from 1 total ratings,https://sweet-apple-potatoes.itch.io/jumpman
Pico-8 WIP,Sarah!!,N/A,N/A,5.00 average rating from 1 total ratings,https://sarapppng.itch.io/pico-8-wip
despitebike,zan-zan-zawa-veia,N/A,Action,5.00 average rating from 1 total ratings,https://zan-zan-zawa-veia.itch.io/despitebike
quaggon_adventure,The Programming  Raccoon,N/A,Adventure,5.00 average rating from 1 total ratings,https://the-programming-raccoon.itch.io/quaggon-adventure
Loose Gravel,Tom Mulgrew,N/A,Racing,5.00 average rating from 1 total ratings,https://tommulgrew.itch.io/loose-gravel
Blobs Expedition,deep_fried_bread,N/A,Platformer,5.00 average rating from 1 total ratings,https://deep-fried-bread.itch.io/blobs-expedition
The Lich King,dollarone,N/A,Platformer,5.00 average rating from 1 total ratings,https://dollarone.itch.io/the-lich-king
Pico 8 - 3D Projection Teapot v2.0,Numa,N/A,N/A,5.00 average rating from 1 total ratings,https://numachitamanegi.itch.io/pico-8-3d-projection-teapot
Tic-Tac-Toe (Pico 8),BareTuna,N/A,N/A,5.00 average rating from 1 total ratings,https://chums.itch.io/tic-tac-toe
Escape Pod 1K,Brian Vaughn / MorningToast,N/A,Action,5.00 average rating from 1 total ratings,https://morningtoast.itch.io/escape-pod-pico1k
truck(r)ing,SweetHeart Squad,N/A,Action,5.00 average rating from 1 total ratings,https://sweetheartsquad.itch.io/truckring
First Frog in Space,Elastiskalinjen,N/A,Platformer,5.00 average rating from 1 total ratings,https://elastiskalinjen.itch.io/first-frog-in-space
WORM•HOLE,oaktal,N/A,Action,5.00 average rating from 1 total ratings,https://oaktal.itch.io/worm-hole
Ree-K's Rock Paper Scissors,Henrique Muradas,N/A,Platformer,5.00 average rating from 1 total ratings,https://henriquemuradas.itch.io/rps
Song of the Space Wyrm,Sean,N/A,N/A,5.00 average rating from 1 total ratings,https://seansleblanc.itch.io/song-of-the-space-wyrm
KendoFight,GoodMan233,N/A,Fighting,5.00 average rating from 1 total ratings,https://goodman233.itch.io/kendofight
Winterberry,eggnog,N/A,Platformer,5.00 average rating from 1 total ratings,https://eggnog.itch.io/winterberry
StarPeril,EasterCactus,N/A,Survival,5.00 average rating from 1 total ratings,https://eastercactus.itch.io/starperil
Lander v2,otserv-2404,N/A,Action,5.00 average rating from 1 total ratings,https://otserv-2404.itch.io/lander-v2
chromaconda,Orb,N/A,N/A,5.00 average rating from 1 total ratings,https://orbitaldot.itch.io/chromaconda
On-Rails Shooter,Rufflesworth,N/A,Shooter,5.00 average rating from 1 total ratings,https://rufflesworth.itch.io/on-rails-shooter
Fishing Europa,acepek,N/A,Simulation,5.00 average rating from 1 total ratings,https://acepek.itch.io/fishing-europa
Our Power,nemo_dev,N/A,Platformer,5.00 average rating from 1 total ratings,https://nemo-dev.itch.io/our-power
Banana Chase,Extar,$3,Action,5.00 average rating from 1 total ratings,https://extar.itch.io/banana-chase
CENTAURI HEAVY INDUSTRIES,River Gillis,N/A,Simulation,5.00 average rating from 1 total ratings,https://ferm.itch.io/centauri
Dejarik for PICO-8,Chairian,N/A,Strategy,5.00 average rating from 1 total ratings,https://chairian.itch.io/dejarik
PicoCross,Joseph,N/A,Puzzle,5.00 average rating from 1 total ratings,https://jprobertson.itch.io/picocross
Plastic Skies,ValerADHD,N/A,Simulation,5.00 average rating from 1 total ratings,https://valeradhd.itch.io/plastic-skies
Disc Ball Room,CalixJumio,N/A,Action,5.00 average rating from 1 total ratings,https://calixjumio.itch.io/disc-ball-room
PADAR,Munro,N/A,Action,5.00 average rating from 1 total ratings,https://munro.itch.io/padar
Cat Down,thu_denny,N/A,Platformer,5.00 average rating from 1 total ratings,https://thu-denny.itch.io/catdown
Stellar,noiseminded,N/A,Simulation,5.00 average rating from 1 total ratings,https://noiseminded.itch.io/stellar
Switch Block Dungeon,Mitch Match,N/A,Platformer,5.00 average rating from 1 total ratings,https://mitch-match.itch.io/switch-block-dungeon
Spiral Spell,ValerADHD,N/A,Action,5.00 average rating from 1 total ratings,https://valeradhd.itch.io/spiral-spell
Dungeon,squizzleflip,N/A,Role Playing,5.00 average rating from 1 total ratings,https://squizzleflip.itch.io/dungeon
Afterlife Animate,Pineberry Fox,N/A,N/A,5.00 average rating from 1 total ratings,https://vvulpes0.itch.io/afterlife-animate
Picomatone,Harder You Fools,N/A,N/A,5.00 average rating from 1 total ratings,https://harderyoufools.itch.io/picomatone
Math ABC's,Mini Mech Media,N/A,Educational,5.00 average rating from 1 total ratings,https://minimechmedia.itch.io/math-abcs
Zoo Keeper,pahammond,N/A,Platformer,5.00 average rating from 1 total ratings,https://pahammond.itch.io/zoo-keeper
Quero  Café!,Euler Moises,N/A,N/A,5.00 average rating from 1 total ratings,https://euler-moises.itch.io/querocafe
Deep Sea,Canoi Gomes,N/A,N/A,5.00 average rating from 1 total ratings,https://canoigomes.itch.io/deep-sea
Scan-it,guitar_ryan93,N/A,Shooter,5.00 average rating from 1 total ratings,https://guitar-ryan93.itch.io/scan-it
a_maze_ng,Leandro Araújo,N/A,Puzzle,5.00 average rating from 1 total ratings,https://leandroc.itch.io/amazeng
Dr. Jo!,luvcraft,N/A,Action,5.00 average rating from 1 total ratings,https://luvcraft.itch.io/drjo
"PICO-8 ""Survival"" Game",eboatwright,N/A,Survival,5.00 average rating from 1 total ratings,https://eboatwright.itch.io/pico-8-survival-game
picoman,automatonvx,N/A,Platformer,5.00 average rating from 1 total ratings,https://automatonvx.itch.io/picoman
Kishōtenketsu,LightningSmith,N/A,N/A,5.00 average rating from 1 total ratings,https://lightningsmith.itch.io/kishotenketsu
